epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,4965.16,0.6374,1.83548,0.0084,0.65947,0.34835,0.42818,0.3221,1.40928,3.92569,0.01631,7.84269e-05,7.84269e-05,7.84269e-05
185,4984.84,0.54376,2.02727,0.00733,0.65947,0.34835,0.42818,0.3221,1.40928,3.92569,0.01631,7.43036e-05,7.43036e-05,7.43036e-05
186,5003.58,0.55787,2.28603,0.00845,0.65275,0.41024,0.41038,0.32033,1.48529,3.86665,0.01707,7.01802e-05,7.01802e-05,7.01802e-05
187,5023.64,0.56169,1.66494,0.00707,0.63549,0.41152,0.4103,0.32071,1.37567,3.9041,0.01584,6.60569e-05,6.60569e-05,6.60569e-05
188,5043.87,0.69528,1.92007,0.00768,0.59622,0.40252,0.41097,0.31985,1.47254,3.88702,0.01686,6.19335e-05,6.19335e-05,6.19335e-05
189,5062.32,0.50812,2.14562,0.00565,0.59622,0.40252,0.41097,0.31985,1.47254,3.88702,0.01686,5.78102e-05,5.78102e-05,5.78102e-05
190,5082.26,0.62755,2.94108,0.0131,0.56799,0.40014,0.40907,0.31939,1.47243,3.89309,0.01691,5.36869e-05,5.36869e-05,5.36869e-05
191,5103.91,0.85235,2.60649,0.01956,0.58895,0.39331,0.409,0.32103,1.44194,3.83464,0.0165,4.95635e-05,4.95635e-05,4.95635e-05
192,5122.94,0.30919,2.75555,0.00628,0.59412,0.41069,0.38127,0.28987,1.3988,3.86738,0.0164,4.54402e-05,4.54402e-05,4.54402e-05
193,5136.46,0.76347,3.66702,0.01161,0.59412,0.41069,0.38127,0.28987,1.3988,3.86738,0.0164,4.13168e-05,4.13168e-05,4.13168e-05
194,5150.01,0.41684,2.64777,0.00734,0.67292,0.41041,0.40305,0.30071,1.39584,3.85234,0.01627,3.71935e-05,3.71935e-05,3.71935e-05
195,5163.61,0.38303,2.45119,0.00704,0.67805,0.41042,0.4023,0.30062,1.41147,3.8261,0.01647,3.30701e-05,3.30701e-05,3.30701e-05
196,5177.05,0.40973,3.07382,0.00662,0.66493,0.41667,0.42718,0.30296,1.39038,3.8169,0.01619,2.89468e-05,2.89468e-05,2.89468e-05
197,5190.53,0.32496,2.73862,0.00686,0.66493,0.41667,0.42718,0.30296,1.39038,3.8169,0.01619,2.48234e-05,2.48234e-05,2.48234e-05
198,5204.37,0.32026,2.5693,0.0055,0.66422,0.41667,0.42884,0.30448,1.38658,3.81661,0.01613,2.07001e-05,2.07001e-05,2.07001e-05
199,5218.33,0.87363,3.06013,0.01208,0.79848,0.41667,0.43621,0.30677,1.38266,3.81679,0.0162,1.65767e-05,1.65767e-05,1.65767e-05
200,5232.12,0.34949,3.35881,0.00474,0.81303,0.41144,0.42698,0.30378,1.29498,3.88214,0.01507,1.24534e-05,1.24534e-05,1.24534e-05
