epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,2710.24,0.91147,2.6998,0.00961,0.62294,0.34953,0.36485,0.25296,1.42092,5.31689,0.01857,0.000527872,0.000527872,0.000527872
76,2735.86,0.83047,2.65412,0.00906,0.6374,0.38668,0.37699,0.25494,1.42673,5.34371,0.01891,0.000523749,0.000523749,0.000523749
77,2756.75,0.66714,2.39894,0.00837,0.6374,0.38668,0.37699,0.25494,1.42673,5.34371,0.01891,0.000519625,0.000519625,0.000519625
78,2778.55,0.85781,3.74358,0.01135,0.91202,0.25832,0.41727,0.26704,1.49698,5.2619,0.02048,0.000515502,0.000515502,0.000515502
79,2800.27,0.72998,2.52787,0.00872,0.92121,0.2557,0.41652,0.2673,1.48059,5.24457,0.02057,0.000511379,0.000511379,0.000511379
80,2822.02,0.8526,3.01424,0.00852,0.91504,0.25792,0.4108,0.27456,1.41071,5.2056,0.01998,0.000507255,0.000507255,0.000507255
81,2841.93,0.80467,2.61867,0.01009,0.91504,0.25792,0.4108,0.27456,1.41071,5.2056,0.01998,0.000503132,0.000503132,0.000503132
82,2861.16,0.7951,2.40926,0.01045,0.74411,0.36504,0.38026,0.26928,1.38318,5.22615,0.01815,0.000499009,0.000499009,0.000499009
83,2880.16,1.04158,3.68252,0.02401,0.77179,0.36352,0.37922,0.26333,1.39771,5.19958,0.01849,0.000494885,0.000494885,0.000494885
84,2899.12,0.74084,3.24618,0.00979,0.77583,0.367,0.38237,0.26574,1.43005,5.14506,0.01848,0.000490762,0.000490762,0.000490762
85,2918.23,0.83742,3.05969,0.01144,0.77583,0.367,0.38237,0.26574,1.43005,5.14506,0.01848,0.000486639,0.000486639,0.000486639
86,2937.15,0.89689,3.6445,0.01966,0.76749,0.32292,0.38584,0.27529,1.40512,5.0945,0.01732,0.000482515,0.000482515,0.000482515
87,2956.23,1.21794,3.2332,0.02333,0.85048,0.37066,0.41639,0.27832,1.4459,5.09982,0.01759,0.000478392,0.000478392,0.000478392
88,2977.24,0.68786,2.83954,0.00826,0.83711,0.37779,0.41875,0.28243,1.38865,5.11134,0.01723,0.000474269,0.000474269,0.000474269
89,2996.83,1.08142,3.62384,0.03106,0.83711,0.37779,0.41875,0.28243,1.38865,5.11134,0.01723,0.000470145,0.000470145,0.000470145
90,3016.55,0.91402,3.17697,0.01147,0.81941,0.40995,0.4124,0.29126,1.38245,5.01425,0.01753,0.000466022,0.000466022,0.000466022
91,3035.77,0.76508,2.92816,0.01043,0.72151,0.33527,0.39471,0.28726,1.31859,4.9323,0.01664,0.000461898,0.000461898,0.000461898
92,3057.3,0.75306,2.64759,0.01238,0.75651,0.29167,0.37233,0.30238,1.33422,4.86749,0.01634,0.000457775,0.000457775,0.000457775
93,3076.35,0.73476,2.4976,0.0094,0.75651,0.29167,0.37233,0.30238,1.33422,4.86749,0.01634,0.000453652,0.000453652,0.000453652
94,3095.76,0.74268,3.67104,0.01051,0.85467,0.31478,0.37637,0.30274,1.45132,4.88709,0.01828,0.000449528,0.000449528,0.000449528
95,3115.1,0.80229,2.30379,0.00901,0.7466,0.33265,0.37624,0.30273,1.41974,4.89681,0.01704,0.000445405,0.000445405,0.000445405
96,3134.85,0.74829,2.54619,0.00843,0.73317,0.32292,0.37636,0.31236,1.33966,4.89379,0.01618,0.000441282,0.000441282,0.000441282
97,3153.9,0.70503,2.36153,0.00862,0.73317,0.32292,0.37636,0.31236,1.33966,4.89379,0.01618,0.000437158,0.000437158,0.000437158
98,3173.37,0.82971,3.13109,0.01321,0.73077,0.26042,0.38482,0.31774,1.35171,4.84088,0.01671,0.000433035,0.000433035,0.000433035
99,3192.5,0.53473,2.53542,0.00794,0.46815,0.32292,0.3668,0.30142,1.38271,4.85363,0.01678,0.000428912,0.000428912,0.000428912
100,3212.04,0.76134,2.38786,0.0087,0.4547,0.32292,0.36597,0.28963,1.42866,4.84124,0.01743,0.000424788,0.000424788,0.000424788
101,3231.8,0.71656,2.57245,0.00936,0.4547,0.32292,0.36597,0.28963,1.42866,4.84124,0.01743,0.000420665,0.000420665,0.000420665
102,3251,0.65963,3.49163,0.00945,0.48971,0.38542,0.36407,0.28909,1.40571,4.882,0.01776,0.000416542,0.000416542,0.000416542
103,3270.24,0.7446,2.08477,0.0099,0.64863,0.38456,0.37426,0.2922,1.45789,4.80562,0.01793,0.000412418,0.000412418,0.000412418
104,3289.46,0.56937,3.39841,0.00868,0.79368,0.36763,0.38081,0.29418,1.38889,4.80124,0.01775,0.000408295,0.000408295,0.000408295
105,3308.06,0.69795,2.44562,0.00849,0.79368,0.36763,0.38081,0.29418,1.38889,4.80124,0.01775,0.000404172,0.000404172,0.000404172
106,3327.59,0.79689,2.3824,0.00835,0.76805,0.33615,0.37536,0.29662,1.34144,4.76107,0.01734,0.000400048,0.000400048,0.000400048
107,3347,0.85018,2.51721,0.01185,0.92552,0.31767,0.37564,0.31139,1.30963,4.67625,0.01676,0.000395925,0.000395925,0.000395925
108,3366.26,0.67085,2.25603,0.0085,0.70641,0.35715,0.37542,0.31781,1.27595,4.61795,0.01591,0.000391802,0.000391802,0.000391802
109,3385.18,0.70312,3.18409,0.01286,0.70641,0.35715,0.37542,0.31781,1.27595,4.61795,0.01591,0.000387678,0.000387678,0.000387678
110,3404.43,0.84681,2.29535,0.01024,0.85713,0.27302,0.40259,0.33816,1.32345,4.49299,0.01594,0.000383555,0.000383555,0.000383555
111,3423.81,0.67176,2.92596,0.01415,0.82321,0.27428,0.39931,0.33953,1.3025,4.46211,0.01526,0.000379431,0.000379431,0.000379431
112,3443.22,0.70664,2.45761,0.01063,0.84428,0.27586,0.39813,0.34405,1.33072,4.44625,0.01521,0.000375308,0.000375308,0.000375308
113,3462.4,0.88855,2.9142,0.01103,0.84428,0.27586,0.39813,0.34405,1.33072,4.44625,0.01521,0.000371185,0.000371185,0.000371185
114,3482.3,0.65719,2.19516,0.00847,0.87049,0.30204,0.38114,0.32079,1.26634,4.52054,0.01544,0.000367061,0.000367061,0.000367061
115,3501.82,0.4211,2.76648,0.00554,0.7612,0.32292,0.3608,0.30914,1.25074,4.51904,0.01524,0.000362938,0.000362938,0.000362938
116,3520.89,0.62302,2.40626,0.00685,0.81023,0.29167,0.36757,0.31342,1.29387,4.47933,0.01501,0.000358815,0.000358815,0.000358815
117,3540.17,0.747,3.32455,0.01059,0.81023,0.29167,0.36757,0.31342,1.29387,4.47933,0.01501,0.000354691,0.000354691,0.000354691
118,3559.46,1.33418,2.9821,0.02602,0.83825,0.28543,0.36628,0.31265,1.25422,4.47002,0.01407,0.000350568,0.000350568,0.000350568
119,3578.67,0.67721,2.27823,0.00804,0.81823,0.29167,0.3649,0.31603,1.21547,4.47935,0.01413,0.000346445,0.000346445,0.000346445
120,3597.95,0.36318,2.62319,0.00458,0.79748,0.29167,0.36021,0.30047,1.32812,4.50843,0.01529,0.000342321,0.000342321,0.000342321
121,3617.4,0.8532,2.50456,0.00918,0.79748,0.29167,0.36021,0.30047,1.32812,4.50843,0.01529,0.000338198,0.000338198,0.000338198
122,3636.77,0.52837,2.62954,0.0076,0.78913,0.29167,0.35809,0.28806,1.20591,4.64285,0.01409,0.000334075,0.000334075,0.000334075
123,3657.77,0.58331,2.2133,0.00735,0.78386,0.29167,0.35882,0.27955,1.29829,4.63942,0.01502,0.000329951,0.000329951,0.000329951
124,3676.94,0.54318,2.94274,0.00715,0.66059,0.2899,0.34458,0.27254,1.3233,4.63913,0.01541,0.000325828,0.000325828,0.000325828
125,3695.74,0.6137,2.29812,0.0072,0.66059,0.2899,0.34458,0.27254,1.3233,4.63913,0.01541,0.000321705,0.000321705,0.000321705
126,3715.05,0.68101,2.0741,0.00721,0.49965,0.26042,0.32912,0.2646,1.41007,4.59125,0.0171,0.000317581,0.000317581,0.000317581
127,3734.7,0.66618,2.26445,0.00854,0.6984,0.25178,0.30567,0.23978,1.39788,4.57634,0.01707,0.000313458,0.000313458,0.000313458
128,3754.38,0.67753,2.9572,0.01154,0.69608,0.25573,0.28675,0.22243,1.36625,4.55921,0.01685,0.000309335,0.000309335,0.000309335
129,3773.28,0.61707,2.46852,0.00897,0.69608,0.25573,0.28675,0.22243,1.36625,4.55921,0.01685,0.000305211,0.000305211,0.000305211
130,3792.47,0.61246,2.77405,0.01215,0.6908,0.25569,0.30708,0.24166,1.36499,4.53516,0.01656,0.000301088,0.000301088,0.000301088
131,3811.74,0.55044,2.10054,0.00708,0.55942,0.25866,0.29846,0.23367,1.42608,4.50754,0.01723,0.000296964,0.000296964,0.000296964
132,3831.04,0.69798,2.25217,0.01033,0.54335,0.25916,0.29963,0.23026,1.41647,4.52501,0.01725,0.000292841,0.000292841,0.000292841
133,3849.35,0.56185,2.17729,0.00637,0.54335,0.25916,0.29963,0.23026,1.41647,4.52501,0.01725,0.000288718,0.000288718,0.000288718
134,3867.76,0.83635,2.12322,0.01099,0.53419,0.25306,0.33018,0.23779,1.31765,4.58252,0.01555,0.000284594,0.000284594,0.000284594
135,3886.57,0.54692,2.10408,0.00745,0.53202,0.24981,0.32658,0.23921,1.29284,4.59126,0.0149,0.000280471,0.000280471,0.000280471
136,3905.04,0.58349,2.08602,0.00653,0.52717,0.24678,0.31733,0.24067,1.4451,4.48446,0.01725,0.000276348,0.000276348,0.000276348
137,3923.82,0.57428,2.67395,0.00893,0.52717,0.24678,0.31733,0.24067,1.4451,4.48446,0.01725,0.000272224,0.000272224,0.000272224
138,3942.93,0.75391,2.23521,0.01179,0.38659,0.28069,0.32087,0.25683,1.46209,4.4372,0.0179,0.000268101,0.000268101,0.000268101
139,3962,0.61681,1.68054,0.00691,0.2556,0.29128,0.33428,0.25128,1.46813,4.42357,0.01817,0.000263978,0.000263978,0.000263978
140,3980.69,0.5927,1.84446,0.00722,0.39629,0.28348,0.33047,0.24391,1.44022,4.40452,0.01771,0.000259854,0.000259854,0.000259854
141,3999.13,0.66165,1.91463,0.00613,0.39629,0.28348,0.33047,0.24391,1.44022,4.40452,0.01771,0.000255731,0.000255731,0.000255731
142,4017.62,0.5198,2.39077,0.00699,0.43926,0.32866,0.33315,0.24763,1.45814,4.37408,0.01797,0.000251608,0.000251608,0.000251608
143,4036.05,0.56123,1.80813,0.00565,0.42368,0.35417,0.33326,0.24898,1.47937,4.33257,0.01824,0.000247484,0.000247484,0.000247484
144,4054.79,0.48434,2.24135,0.00673,0.42567,0.35417,0.34269,0.26223,1.46692,4.29826,0.01789,0.000243361,0.000243361,0.000243361
145,4072.9,0.65713,1.71603,0.00793,0.42567,0.35417,0.34269,0.26223,1.46692,4.29826,0.01789,0.000239238,0.000239238,0.000239238
146,4091.19,0.81636,2.8137,0.01112,0.44977,0.35377,0.33465,0.25546,1.44853,4.30118,0.01735,0.000235114,0.000235114,0.000235114
147,4110.11,0.61382,1.96508,0.00788,0.59931,0.3378,0.36802,0.2806,1.46213,4.29112,0.01748,0.000230991,0.000230991,0.000230991
148,4128.34,0.53218,1.77587,0.00665,0.56612,0.30914,0.36241,0.27342,1.48651,4.31322,0.01771,0.000226868,0.000226868,0.000226868
149,4146.71,0.58941,2.52352,0.01254,0.56612,0.30914,0.36241,0.27342,1.48651,4.31322,0.01771,0.000222744,0.000222744,0.000222744
150,4167.64,0.47754,2.31181,0.00677,0.61447,0.31044,0.36734,0.27435,1.50742,4.31653,0.01818,0.000218621,0.000218621,0.000218621
151,4187.9,0.91984,2.15164,0.01398,0.5658,0.32999,0.36326,0.27215,1.50433,4.30844,0.01822,0.000214497,0.000214497,0.000214497
152,4213.03,0.59141,1.72064,0.00706,0.53789,0.33413,0.36393,0.2731,1.46909,4.2862,0.01797,0.000210374,0.000210374,0.000210374
153,4236.65,0.53706,2.35144,0.00807,0.53789,0.33413,0.36393,0.2731,1.46909,4.2862,0.01797,0.000206251,0.000206251,0.000206251
154,4263.16,0.59463,1.77801,0.00625,0.54459,0.34429,0.36732,0.28908,1.46331,4.25363,0.0179,0.000202127,0.000202127,0.000202127
155,4286.49,0.48597,1.96167,0.0064,0.55499,0.35417,0.36718,0.28847,1.4618,4.25057,0.01776,0.000198004,0.000198004,0.000198004
156,4309.35,0.68542,2.33246,0.0121,0.60001,0.35417,0.37982,0.3029,1.46209,4.20915,0.01775,0.000193881,0.000193881,0.000193881
157,4332.71,0.63992,1.77146,0.00693,0.60001,0.35417,0.37982,0.3029,1.46209,4.20915,0.01775,0.000189757,0.000189757,0.000189757
158,4356,0.36543,2.35446,0.0045,0.59411,0.35417,0.3771,0.29453,1.34169,4.29618,0.01571,0.000185634,0.000185634,0.000185634
159,4379.68,0.6836,1.79137,0.00696,0.58899,0.35417,0.37761,0.29844,1.34322,4.28152,0.01571,0.000181511,0.000181511,0.000181511
160,4402.47,0.48806,2.6911,0.00656,0.57897,0.35417,0.36597,0.29158,1.35992,4.24402,0.01623,0.000177387,0.000177387,0.000177387
161,4426.24,0.49059,1.82886,0.00582,0.57897,0.35417,0.36597,0.29158,1.35992,4.24402,0.01623,0.000173264,0.000173264,0.000173264
162,4449.14,0.62164,2.01438,0.00585,0.59011,0.35417,0.36983,0.29287,1.36678,4.22903,0.01606,0.000169141,0.000169141,0.000169141
163,4473.45,0.57842,2.32743,0.0069,0.59599,0.35417,0.36931,0.28989,1.38142,4.22568,0.01624,0.000165017,0.000165017,0.000165017
164,4496.85,0.69444,1.913,0.0084,0.46794,0.35417,0.36858,0.2886,1.40131,4.23352,0.01648,0.000160894,0.000160894,0.000160894
165,4521.37,0.56629,1.72573,0.0068,0.46794,0.35417,0.36858,0.2886,1.40131,4.23352,0.01648,0.000156771,0.000156771,0.000156771
166,4545.19,0.47992,1.6585,0.00545,0.46843,0.35417,0.36892,0.28898,1.40684,4.25142,0.01627,0.000152647,0.000152647,0.000152647
167,4569.53,0.49668,1.87865,0.00623,0.60302,0.35417,0.36883,0.29487,1.4079,4.23804,0.01645,0.000148524,0.000148524,0.000148524
168,4593.62,0.60058,2.39021,0.0078,0.60281,0.35417,0.38588,0.3106,1.50717,4.10327,0.01791,0.000144401,0.000144401,0.000144401
169,4619.36,0.75483,2.28276,0.00981,0.60281,0.35417,0.38588,0.3106,1.50717,4.10327,0.01791,0.000140277,0.000140277,0.000140277
170,4645.71,0.62161,2.3397,0.00708,0.6241,0.40181,0.41065,0.32773,1.4369,4.02,0.01681,0.000136154,0.000136154,0.000136154
171,4668.91,0.57472,1.74287,0.00553,0.62795,0.40304,0.41139,0.3277,1.44576,4.00023,0.01678,0.000132031,0.000132031,0.000132031
172,4691.89,0.60378,2.2736,0.008,0.63545,0.34151,0.41242,0.33009,1.43952,4.00285,0.01639,0.000127907,0.000127907,0.000127907
173,4715.12,0.56188,1.94947,0.00743,0.63545,0.34151,0.41242,0.33009,1.43952,4.00285,0.01639,0.000123784,0.000123784,0.000123784
174,4739.11,0.38513,1.88754,0.00466,0.62825,0.40444,0.41278,0.32867,1.35111,4.02712,0.01571,0.00011966,0.00011966,0.00011966
175,4762.59,0.57996,2.2148,0.00875,0.63042,0.40771,0.4127,0.32898,1.35655,4.01137,0.01565,0.000115537,0.000115537,0.000115537
176,4789.63,0.463,2.54844,0.00851,0.64218,0.40923,0.41519,0.3293,1.35049,4.0103,0.01566,0.000111414,0.000111414,0.000111414
177,4815.37,0.50422,2.13066,0.0077,0.64218,0.40923,0.41519,0.3293,1.35049,4.0103,0.01566,0.00010729,0.00010729,0.00010729
178,4842.22,0.7272,2.38388,0.01143,0.66894,0.3498,0.43657,0.33515,1.41994,3.94654,0.01619,0.000103167,0.000103167,0.000103167
179,4863.72,0.3755,2.28575,0.00484,0.6732,0.41645,0.43903,0.33031,1.32171,3.97778,0.01523,9.90437e-05,9.90437e-05,9.90437e-05
180,4884.16,0.36261,2.16688,0.00475,0.68159,0.35417,0.43666,0.33288,1.34934,3.94561,0.01578,9.49203e-05,9.49203e-05,9.49203e-05
181,4904.61,0.42463,2.37112,0.0057,0.68159,0.35417,0.43666,0.33288,1.34934,3.94561,0.01578,9.0797e-05,9.0797e-05,9.0797e-05
182,4924.92,0.54842,1.85217,0.00651,0.67742,0.35417,0.43651,0.33252,1.36006,3.95022,0.01576,8.66736e-05,8.66736e-05,8.66736e-05
183,4944.97,0.709,1.7088,0.00734,0.74958,0.32882,0.43526,0.32267,1.35929,3.97081,0.01588,8.25503e-05,8.25503e-05,8.25503e-05
