epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,741.254,0.84917,2.47281,0.01106,0.69742,0.64545,0.68247,0.48786,1.14167,3.68171,0.01461,0.000536119,0.000536119,0.000536119
20,782.994,0.80293,2.19283,0.00934,0.63203,0.68899,0.68534,0.49075,1.26228,3.56591,0.01574,0.000519625,0.000519625,0.000519625
21,824.998,0.85534,2.4264,0.01073,0.58147,0.69583,0.68617,0.49229,1.22667,3.5231,0.01518,0.000503132,0.000503132,0.000503132
22,868.939,0.91914,2.34485,0.01128,0.69742,0.72083,0.72986,0.49871,1.25716,3.43521,0.01518,0.000486639,0.000486639,0.000486639
23,910.722,0.79545,2.26364,0.00953,0.65739,0.68844,0.70237,0.47891,1.25478,3.39677,0.01523,0.000470145,0.000470145,0.000470145
24,954.773,0.7943,2.14043,0.0101,0.58172,0.68306,0.68593,0.47638,1.32288,3.35011,0.01675,0.000453652,0.000453652,0.000453652
25,991.956,0.82003,2.21096,0.00967,0.48427,0.64344,0.63331,0.45345,1.38393,3.41368,0.01743,0.000437158,0.000437158,0.000437158
26,1037.09,0.75909,2.22081,0.00931,0.50004,0.59167,0.62215,0.4378,1.33967,3.48129,0.01643,0.000420665,0.000420665,0.000420665
27,1077.38,0.81848,2.26749,0.0096,0.63756,0.55064,0.62293,0.4421,1.31809,3.45739,0.0162,0.000404172,0.000404172,0.000404172
28,1115.93,0.77657,2.17324,0.0101,0.68954,0.61468,0.6909,0.48066,1.24633,3.3172,0.01518,0.000387678,0.000387678,0.000387678
29,1153.94,0.86793,2.10888,0.00974,0.66949,0.63992,0.6912,0.48409,1.23839,3.26202,0.01534,0.000371185,0.000371185,0.000371185
30,1194.13,0.83455,1.97135,0.00915,0.76507,0.61781,0.69082,0.49866,1.26235,3.15858,0.01594,0.000354691,0.000354691,0.000354691
31,1230.12,0.77024,2.0793,0.00966,0.80664,0.55656,0.68136,0.50108,1.28106,3.1261,0.01589,0.000338198,0.000338198,0.000338198
32,1265.65,0.78407,1.89171,0.00933,0.62885,0.65051,0.67755,0.49081,1.36897,3.02317,0.0169,0.000321705,0.000321705,0.000321705
33,1301.3,0.76569,2.03664,0.00861,0.72065,0.61661,0.69099,0.49938,1.34698,2.98711,0.01633,0.000305211,0.000305211,0.000305211
34,1339.23,0.7365,2.01162,0.00896,0.74188,0.61348,0.68148,0.50597,1.31099,2.92158,0.01571,0.000288718,0.000288718,0.000288718
35,1375.8,0.79611,1.92423,0.00921,0.69467,0.6339,0.68171,0.51376,1.30043,2.90032,0.01599,0.000272224,0.000272224,0.000272224
36,1412.21,0.79573,2.03648,0.01018,0.785,0.68948,0.72466,0.54599,1.30263,2.83407,0.01625,0.000255731,0.000255731,0.000255731
37,1448.36,0.77262,1.87122,0.00934,0.78522,0.69387,0.72496,0.54486,1.28695,2.82291,0.01587,0.000239238,0.000239238,0.000239238
38,1484.83,0.78905,1.76535,0.00934,0.78208,0.63222,0.72251,0.53613,1.28476,2.7981,0.01586,0.000222744,0.000222744,0.000222744
39,1520.3,0.77857,1.88594,0.00955,0.79307,0.60221,0.72311,0.54171,1.29341,2.79479,0.01595,0.000206251,0.000206251,0.000206251
40,1557.15,0.84221,2.00576,0.01019,0.8399,0.56532,0.72368,0.53616,1.30384,2.78459,0.01618,0.000189757,0.000189757,0.000189757
41,1592.7,0.59124,2.80185,0.01048,0.78067,0.57907,0.72087,0.53178,1.30108,2.77431,0.01603,0.000173264,0.000173264,0.000173264
42,1627.95,0.52526,2.77399,0.00906,0.86369,0.55294,0.73241,0.53915,1.2894,2.7612,0.01572,0.000156771,0.000156771,0.000156771
43,1664.24,0.52164,2.75896,0.00965,0.85903,0.55477,0.73088,0.53499,1.27,2.77331,0.01547,0.000140277,0.000140277,0.000140277
44,1701.84,0.58277,2.616,0.00981,0.90376,0.54163,0.71286,0.51889,1.24633,2.80976,0.01507,0.000123784,0.000123784,0.000123784
45,1737.35,0.56662,2.57542,0.00943,0.90758,0.54241,0.7021,0.51132,1.24298,2.82481,0.01502,0.00010729,0.00010729,0.00010729
46,1772.61,0.55489,2.61605,0.00891,0.80973,0.56015,0.69897,0.50734,1.24602,2.8462,0.01505,9.0797e-05,9.0797e-05,9.0797e-05
47,1808.88,0.49883,2.56192,0.00808,0.80961,0.58286,0.70598,0.51172,1.25326,2.84524,0.01523,7.43036e-05,7.43036e-05,7.43036e-05
48,1847.2,0.45052,2.68578,0.00777,0.78473,0.62491,0.72227,0.50836,1.26822,2.84768,0.01555,5.78102e-05,5.78102e-05,5.78102e-05
49,1881.76,0.49795,2.5408,0.00847,0.77948,0.61482,0.7312,0.51316,1.27159,2.8487,0.01556,4.13168e-05,4.13168e-05,4.13168e-05
50,1916.8,0.47465,2.62751,0.00742,0.77647,0.63,0.73416,0.5088,1.27209,2.83762,0.0156,2.48234e-05,2.48234e-05,2.48234e-05
